Origin,Destination,Distance_km,Carrier,Weather,Traffic,Month,Is_Festival_Season,Delayed,Delay_Hours
Bangalore,Kolkata,427,India Post,Rain,High,7,0,0,0.0
Mumbai,Ahmedabad,1730,Xpressbees,Rain,Jam (Gridlock),3,0,1,5.51
Lucknow,Kolkata,2233,Ecom Express,Clear,Jam (Gridlock),5,0,0,0.0
Pune,Kolkata,346,Blue Dart,Rain,Medium,9,0,0,0.0
Jaipur,Kolkata,858,Shadowfax,Rain,Low,7,0,0,0.0
Lucknow,Jaipur,1968,Shadowfax,Heavy Rain (Monsoon),Jam (Gridlock),8,0,1,19.16
Bangalore,Chennai,2330,Shadowfax,Fog,Medium,7,0,0,0.0
Mumbai,Ahmedabad,865,Delhivery,Clear,Low,1,0,1,0.0
Mumbai,Chennai,1556,Ecom Express,Clear,Medium,2,0,0,0.0
Pune,Bangalore,2270,India Post,Clear,High,3,0,0,0.0
Bangalore,Kolkata,2060,Delhivery,Clear,Low,2,0,1,0.0
Ahmedabad,Jaipur,2320,Xpressbees,Heavy Rain (Monsoon),Low,7,0,0,0.0
Bangalore,Jaipur,2176,Ecom Express,Rain,High,6,0,1,2.34
Lucknow,Kolkata,1423,Blue Dart,Heavy Rain (Monsoon),Medium,6,0,1,20.35
Kolkata,Ahmedabad,1684,Ecom Express,Clear,Low,4,0,0,0.0
Kolkata,Lucknow,1204,Blue Dart,Clear,High,7,0,0,0.0
Chennai,Ahmedabad,1619,Blue Dart,Clear,High,3,0,0,0.0
Ahmedabad,Mumbai,2246,Xpressbees,Clear,Medium,1,0,0,0.0
Hyderabad,Ahmedabad,2449,Ecom Express,Clear,Low,11,1,1,21.2
Hyderabad,Delhi,1646,Delhivery,Clear,High,5,0,0,0.0
Jaipur,Bangalore,2388,Shadowfax,Clear,Jam (Gridlock),7,0,1,3.97
Pune,Delhi,220,Blue Dart,Clear,High,10,1,0,0.0
Delhi,Mumbai,1787,Xpressbees,Rain,Medium,3,0,0,0.0
Pune,Chennai,193,India Post,Rain,Medium,7,0,0,0.0
Ahmedabad,Mumbai,648,India Post,Heavy Rain (Monsoon),High,9,0,1,19.79
Hyderabad,Lucknow,2220,Shadowfax,Heavy Rain (Monsoon),Low,7,0,1,14.09
Bangalore,Chennai,1290,Ecom Express,Clear,Medium,10,1,1,13.47
Pune,Bangalore,730,Blue Dart,Clear,Medium,12,0,0,0.0
Jaipur,Bangalore,1654,Xpressbees,Clear,Jam (Gridlock),1,0,0,0.0
Bangalore,Pune,1034,Shadowfax,Clear,Jam (Gridlock),11,1,1,40.63
Bangalore,Jaipur,1069,Xpressbees,Rain,High,6,0,1,2.56
Pune,Ahmedabad,1958,Xpressbees,Clear,Low,4,0,0,0.0
Mumbai,Jaipur,2467,India Post,Rain,High,9,0,0,0.0
Hyderabad,Mumbai,364,Ecom Express,Clear,Jam (Gridlock),2,0,0,0.0
Bangalore,Jaipur,335,Blue Dart,Clear,Jam (Gridlock),4,0,1,3.74
Lucknow,Kolkata,1238,Ecom Express,Clear,Medium,10,1,0,0.0
Ahmedabad,Hyderabad,648,DTDC,Clear,Low,1,0,0,0.0
Ahmedabad,Kolkata,1209,Xpressbees,Storm,Low,10,1,0,0.0
Kolkata,Bangalore,698,DTDC,Heavy Rain (Monsoon),High,8,0,1,10.88
Ahmedabad,Jaipur,1083,Shadowfax,Clear,Low,10,1,0,0.0
Hyderabad,Ahmedabad,771,Xpressbees,Heavy Rain (Monsoon),Low,7,0,0,0.0
Bangalore,Ahmedabad,1723,Xpressbees,Heavy Rain (Monsoon),High,7,0,1,5.83
Hyderabad,Jaipur,1655,Delhivery,Fog,Jam (Gridlock),3,0,1,3.96
Lucknow,Delhi,1922,Ecom Express,Clear,High,1,0,0,0.0
Lucknow,Bangalore,1547,Xpressbees,Rain,Medium,9,0,0,0.0
Jaipur,Delhi,1999,Shadowfax,Storm,Jam (Gridlock),9,0,1,4.0
Jaipur,Hyderabad,2136,India Post,Clear,Jam (Gridlock),4,0,1,5.46
Pune,Hyderabad,1645,India Post,Clear,Low,4,0,0,0.0
Chennai,Bangalore,1438,Ecom Express,Clear,Medium,3,0,0,0.0
Mumbai,Delhi,2496,Ecom Express,Heavy Rain (Monsoon),Medium,9,0,1,9.38
Jaipur,Kolkata,2492,Xpressbees,Clear,Low,9,0,0,0.0
Ahmedabad,Mumbai,2082,Delhivery,Heavy Rain (Monsoon),High,8,0,0,0.0
Hyderabad,Chennai,1904,Shadowfax,Clear,Medium,12,0,0,0.0
Pune,Bangalore,2468,Ecom Express,Storm,High,10,1,0,0.0
Lucknow,Ahmedabad,1507,Ecom Express,Fog,High,12,0,0,0.0
Hyderabad,Ahmedabad,1082,DTDC,Rain,Jam (Gridlock),11,1,0,0.0
Hyderabad,Delhi,1097,Xpressbees,Fog,Jam (Gridlock),12,0,1,12.52
Kolkata,Mumbai,2410,DTDC,Rain,High,6,0,0,0.0
Pune,Chennai,1525,India Post,Fog,High,12,0,0,0.0
Mumbai,Chennai,2100,India Post,Heavy Rain (Monsoon),High,6,0,1,5.93
Ahmedabad,Chennai,156,Delhivery,Heavy Rain (Monsoon),Medium,1,0,1,9.58
Mumbai,Hyderabad,1465,DTDC,Clear,High,10,1,0,0.0
Bangalore,Chennai,588,Shadowfax,Clear,Low,4,0,0,0.0
Chennai,Delhi,1693,Blue Dart,Rain,High,5,0,0,0.0
Hyderabad,Mumbai,2044,DTDC,Clear,Jam (Gridlock),10,1,0,0.0
Jaipur,Ahmedabad,1344,Blue Dart,Clear,Low,11,1,1,46.26
Chennai,Hyderabad,1664,Delhivery,Clear,Low,2,0,0,0.0
Ahmedabad,Chennai,2430,DTDC,Fog,Medium,1,0,0,0.0
Lucknow,Delhi,172,Delhivery,Clear,Medium,5,0,0,0.0
Mumbai,Ahmedabad,326,Blue Dart,Fog,Jam (Gridlock),6,0,1,4.52
Delhi,Bangalore,1432,Shadowfax,Clear,High,10,1,0,0.0
Mumbai,Delhi,493,Delhivery,Heavy Rain (Monsoon),High,4,0,1,17.71
Pune,Chennai,721,Blue Dart,Clear,Medium,7,0,0,0.0
Lucknow,Jaipur,2082,Shadowfax,Clear,Medium,5,0,0,0.0
Ahmedabad,Lucknow,822,Xpressbees,Clear,Medium,2,0,0,0.0
Jaipur,Chennai,1938,Delhivery,Clear,High,9,0,0,0.0
Ahmedabad,Delhi,1502,India Post,Fog,Jam (Gridlock),3,0,1,13.89
Delhi,Bangalore,1833,Ecom Express,Heavy Rain (Monsoon),Medium,9,0,1,6.82
Chennai,Ahmedabad,2325,Shadowfax,Clear,Medium,4,0,0,0.0
Pune,Bangalore,2227,Xpressbees,Rain,Jam (Gridlock),6,0,0,0.0
Lucknow,Delhi,488,DTDC,Clear,High,3,0,0,0.0
Pune,Bangalore,2214,India Post,Clear,High,12,0,0,0.0
Ahmedabad,Hyderabad,729,Blue Dart,Heavy Rain (Monsoon),Jam (Gridlock),2,0,1,23.76
Chennai,Hyderabad,120,Delhivery,Heavy Rain (Monsoon),Jam (Gridlock),8,0,1,26.02
Hyderabad,Lucknow,1699,Ecom Express,Clear,Medium,1,0,0,0.0
Hyderabad,Ahmedabad,1359,Ecom Express,Clear,Low,7,0,0,0.0
Hyderabad,Kolkata,154,Shadowfax,Rain,High,4,0,0,0.0
Mumbai,Hyderabad,1461,Shadowfax,Clear,Medium,1,0,0,0.0
Lucknow,Delhi,825,Shadowfax,Heavy Rain (Monsoon),Medium,12,0,1,23.39
Lucknow,Kolkata,497,India Post,Clear,Medium,2,0,0,0.0
Kolkata,Ahmedabad,1018,Delhivery,Heavy Rain (Monsoon),Medium,8,0,1,12.38
Mumbai,Chennai,348,India Post,Heavy Rain (Monsoon),High,7,0,1,17.19
Lucknow,Pune,329,Blue Dart,Clear,High,7,0,0,0.0
Delhi,Ahmedabad,371,Shadowfax,Rain,Low,3,0,0,0.0
Chennai,Kolkata,1920,DTDC,Fog,Medium,8,0,0,0.0
Mumbai,Ahmedabad,317,Xpressbees,Clear,High,5,0,0,0.0
Pune,Bangalore,2168,Ecom Express,Rain,Medium,10,1,0,0.0
Bangalore,Lucknow,291,Delhivery,Rain,High,12,0,0,0.0
Ahmedabad,Lucknow,2429,Shadowfax,Clear,Low,2,0,0,0.0
Pune,Bangalore,2185,Ecom Express,Clear,Jam (Gridlock),5,0,1,3.56
Chennai,Ahmedabad,669,Xpressbees,Fog,Medium,11,1,1,29.68
Chennai,Mumbai,1954,Delhivery,Clear,Jam (Gridlock),12,0,0,0.0
Hyderabad,Chennai,505,Blue Dart,Clear,Low,11,1,0,0.0
Hyderabad,Kolkata,2051,DTDC,Clear,High,2,0,0,0.0
Jaipur,Kolkata,313,Shadowfax,Clear,Medium,4,0,1,0.0
Kolkata,Jaipur,273,India Post,Clear,Low,5,0,0,0.0
Jaipur,Lucknow,468,Ecom Express,Storm,Medium,7,0,1,0.0
Delhi,Jaipur,1774,Delhivery,Clear,High,6,0,0,0.0
Lucknow,Ahmedabad,1404,Blue Dart,Heavy Rain (Monsoon),Low,8,0,0,0.0
Ahmedabad,Hyderabad,1247,DTDC,Heavy Rain (Monsoon),Low,7,0,1,6.53
Hyderabad,Jaipur,2122,Delhivery,Clear,High,4,0,0,0.0
Bangalore,Chennai,1593,Blue Dart,Clear,High,11,1,0,0.0
Hyderabad,Kolkata,2361,India Post,Fog,Medium,11,1,1,16.92
Jaipur,Chennai,649,Xpressbees,Clear,Low,12,0,0,0.0
Chennai,Kolkata,2152,Shadowfax,Clear,Medium,2,0,0,0.0
Pune,Jaipur,1057,Xpressbees,Clear,Medium,9,0,0,0.0
Hyderabad,Kolkata,1670,Shadowfax,Clear,Medium,4,0,0,0.0
Chennai,Lucknow,425,Shadowfax,Rain,Low,6,0,0,0.0
Lucknow,Delhi,2077,Shadowfax,Rain,Medium,9,0,0,0.0
Jaipur,Pune,1876,Xpressbees,Fog,Low,1,0,0,0.0
Chennai,Ahmedabad,829,Shadowfax,Clear,Low,11,1,1,46.71
Ahmedabad,Delhi,2056,Xpressbees,Clear,High,1,0,0,0.0
Hyderabad,Jaipur,2188,Shadowfax,Clear,Medium,3,0,0,0.0
Pune,Ahmedabad,1182,Delhivery,Clear,Low,4,0,0,0.0
Ahmedabad,Delhi,1920,Delhivery,Clear,Jam (Gridlock),9,0,1,3.42
Delhi,Lucknow,1875,DTDC,Storm,Jam (Gridlock),3,0,0,0.0
Mumbai,Pune,2055,Ecom Express,Heavy Rain (Monsoon),Medium,9,0,0,0.0
Chennai,Pune,1647,India Post,Clear,Low,1,0,0,0.0
Bangalore,Delhi,1023,Shadowfax,Clear,High,2,0,0,0.0
Chennai,Jaipur,1303,Delhivery,Clear,Medium,9,0,0,0.0
Mumbai,Kolkata,2203,Xpressbees,Clear,High,11,1,1,20.77
Bangalore,Pune,2011,DTDC,Clear,Medium,6,0,0,0.0
Chennai,Kolkata,559,India Post,Fog,Low,1,0,1,0.0
Ahmedabad,Hyderabad,591,Shadowfax,Clear,Low,3,0,0,0.0
Mumbai,Hyderabad,1381,DTDC,Clear,High,9,0,0,0.0
Kolkata,Bangalore,243,Xpressbees,Clear,High,3,0,0,0.0
Hyderabad,Chennai,2483,India Post,Rain,Medium,10,1,0,0.0
Ahmedabad,Kolkata,2405,Ecom Express,Clear,Medium,8,0,0,0.0
Chennai,Hyderabad,1661,Ecom Express,Rain,Low,5,0,0,0.0
Delhi,Jaipur,1556,DTDC,Rain,Jam (Gridlock),8,0,1,5.93
Kolkata,Chennai,1747,India Post,Heavy Rain (Monsoon),Low,9,0,1,15.53
Ahmedabad,Kolkata,1176,Shadowfax,Heavy Rain (Monsoon),Medium,4,0,1,19.21
Hyderabad,Bangalore,2163,Delhivery,Clear,Medium,5,0,0,0.0
Hyderabad,Lucknow,1659,DTDC,Rain,High,9,0,1,1.51
Hyderabad,Mumbai,641,Delhivery,Rain,High,9,0,1,2.21
Kolkata,Mumbai,2352,Xpressbees,Clear,Jam (Gridlock),9,0,0,0.0
Hyderabad,Jaipur,1926,Delhivery,Clear,Low,4,0,0,0.0
Mumbai,Hyderabad,1414,Ecom Express,Rain,Jam (Gridlock),7,0,1,5.71
Bangalore,Mumbai,1724,Blue Dart,Rain,High,9,0,0,0.0
Chennai,Lucknow,585,India Post,Heavy Rain (Monsoon),Low,3,0,1,12.6
Delhi,Lucknow,1032,Shadowfax,Rain,Jam (Gridlock),7,0,1,5.63
Lucknow,Mumbai,2252,Shadowfax,Clear,Medium,11,1,0,0.0
Hyderabad,Kolkata,65,India Post,Heavy Rain (Monsoon),Low,5,0,0,0.0
Delhi,Bangalore,286,Delhivery,Clear,Medium,10,1,0,0.0
Chennai,Lucknow,283,Delhivery,Clear,High,5,0,0,0.0
Delhi,Ahmedabad,1257,India Post,Clear,Medium,11,1,0,0.0
Pune,Kolkata,2484,DTDC,Rain,Medium,7,0,0,0.0
Chennai,Delhi,1629,Shadowfax,Clear,Low,10,1,0,0.0
Pune,Delhi,1827,Ecom Express,Rain,Low,7,0,1,2.7
Chennai,Delhi,1597,DTDC,Rain,High,7,0,0,0.0
Mumbai,Delhi,1246,India Post,Clear,Jam (Gridlock),1,0,1,2.53
Chennai,Hyderabad,2417,Delhivery,Fog,Low,8,0,0,0.0
Ahmedabad,Kolkata,221,DTDC,Clear,Medium,8,0,0,0.0
Pune,Bangalore,1106,Xpressbees,Clear,Low,5,0,0,0.0
Jaipur,Delhi,1208,Xpressbees,Heavy Rain (Monsoon),High,12,0,0,0.0
Ahmedabad,Chennai,1921,Blue Dart,Clear,Low,12,0,0,0.0
Delhi,Jaipur,72,Delhivery,Clear,Medium,2,0,0,0.0
Delhi,Kolkata,1268,India Post,Clear,Low,12,0,0,0.0
Jaipur,Chennai,313,Shadowfax,Clear,Low,8,0,0,0.0
Hyderabad,Pune,1598,Blue Dart,Fog,High,11,1,0,0.0
Jaipur,Pune,585,Xpressbees,Heavy Rain (Monsoon),Low,9,0,0,0.0
Hyderabad,Kolkata,301,Delhivery,Clear,Low,11,1,1,40.72
Delhi,Mumbai,1110,Shadowfax,Rain,Medium,7,0,0,0.0
Kolkata,Lucknow,545,DTDC,Clear,Medium,1,0,0,0.0
Kolkata,Bangalore,782,Shadowfax,Rain,Medium,4,0,1,3.23
Delhi,Chennai,436,Blue Dart,Clear,High,10,1,1,12.68
Delhi,Kolkata,306,Delhivery,Clear,High,11,1,0,0.0
Lucknow,Ahmedabad,1137,Ecom Express,Clear,Medium,9,0,0,0.0
Ahmedabad,Delhi,119,Xpressbees,Clear,Jam (Gridlock),5,0,1,4.77
Mumbai,Bangalore,1439,Delhivery,Heavy Rain (Monsoon),Medium,8,0,1,11.18
Bangalore,Ahmedabad,445,Shadowfax,Storm,High,8,0,0,0.0
Mumbai,Ahmedabad,266,Delhivery,Heavy Rain (Monsoon),Jam (Gridlock),7,0,1,26.69
Lucknow,Chennai,1562,Xpressbees,Clear,Low,7,0,0,0.0
Delhi,Hyderabad,1506,DTDC,Clear,High,11,1,0,0.0
Delhi,Chennai,1540,Shadowfax,Fog,Medium,1,0,1,7.1
Hyderabad,Ahmedabad,1465,Delhivery,Clear,Medium,11,1,0,0.0
Chennai,Lucknow,2069,Xpressbees,Fog,Medium,12,0,1,0.0
Kolkata,Hyderabad,2171,India Post,Heavy Rain (Monsoon),Medium,9,0,0,0.0
Bangalore,Jaipur,1801,DTDC,Fog,High,12,0,0,0.0
Lucknow,Jaipur,2397,Blue Dart,Storm,Low,10,1,1,18.39
Bangalore,Lucknow,1566,Delhivery,Clear,Low,4,0,1,0.0
Chennai,Delhi,482,Blue Dart,Clear,High,2,0,0,0.0
Bangalore,Hyderabad,976,Shadowfax,Rain,Low,6,0,0,0.0
Lucknow,Pune,1513,Blue Dart,Rain,Low,6,0,1,2.7
Bangalore,Ahmedabad,728,Shadowfax,Heavy Rain (Monsoon),High,12,0,1,15.14
Lucknow,Bangalore,1844,Delhivery,Rain,Medium,7,0,0,0.0
Lucknow,Pune,2119,Blue Dart,Clear,Medium,11,1,0,0.0
Ahmedabad,Jaipur,2479,DTDC,Rain,Medium,6,0,0,0.0
Pune,Bangalore,342,DTDC,Heavy Rain (Monsoon),High,9,0,1,5.21
Jaipur,Hyderabad,587,India Post,Clear,High,10,1,1,15.42
Bangalore,Pune,624,Shadowfax,Clear,Low,2,0,0,0.0
Hyderabad,Bangalore,530,India Post,Clear,Medium,5,0,0,0.0
Lucknow,Hyderabad,291,Ecom Express,Fog,Medium,12,0,0,0.0
Kolkata,Bangalore,1395,Delhivery,Clear,Low,9,0,0,0.0
Lucknow,Bangalore,604,Ecom Express,Clear,Medium,2,0,0,0.0
Ahmedabad,Chennai,1478,Shadowfax,Rain,Medium,7,0,0,0.0
Delhi,Ahmedabad,1300,Ecom Express,Fog,Medium,12,0,1,5.84
Mumbai,Bangalore,373,DTDC,Clear,Medium,5,0,1,0.0
Kolkata,Hyderabad,989,Xpressbees,Clear,Medium,11,1,0,0.0
Hyderabad,Pune,718,India Post,Clear,High,12,0,0,0.0
Chennai,Delhi,2492,Delhivery,Storm,Medium,6,0,0,0.0
Jaipur,Pune,535,Blue Dart,Clear,Low,7,0,0,0.0
Ahmedabad,Lucknow,2277,Delhivery,Heavy Rain (Monsoon),High,8,0,1,22.37
Bangalore,Ahmedabad,1384,Shadowfax,Fog,High,1,0,0,0.0
Lucknow,Hyderabad,969,Xpressbees,Clear,Medium,12,0,0,0.0
Jaipur,Lucknow,560,India Post,Rain,High,7,0,0,0.0
Chennai,Bangalore,1741,DTDC,Clear,Medium,8,0,0,0.0
Pune,Jaipur,2394,Shadowfax,Rain,Medium,4,0,0,0.0
Chennai,Jaipur,1651,DTDC,Fog,Medium,12,0,0,0.0
Hyderabad,Pune,104,Blue Dart,Fog,Medium,1,0,0,0.0
Hyderabad,Jaipur,1501,Delhivery,Clear,High,9,0,0,0.0
Hyderabad,Lucknow,1322,Blue Dart,Clear,Low,6,0,0,0.0
Kolkata,Bangalore,1483,Ecom Express,Heavy Rain (Monsoon),High,6,0,0,0.0
Chennai,Jaipur,428,DTDC,Clear,Low,12,0,0,0.0
Ahmedabad,Lucknow,67,Shadowfax,Clear,Low,11,1,0,0.0
Hyderabad,Chennai,1263,Delhivery,Storm,Medium,3,0,0,0.0
Mumbai,Chennai,1965,Shadowfax,Storm,Low,6,0,0,0.0
Pune,Lucknow,382,Shadowfax,Heavy Rain (Monsoon),Low,7,0,1,12.88
Kolkata,Hyderabad,2485,Xpressbees,Rain,Low,8,0,0,0.0
Hyderabad,Jaipur,1574,India Post,Clear,Low,4,0,0,0.0
Delhi,Kolkata,861,Xpressbees,Rain,High,9,0,0,0.0
Ahmedabad,Mumbai,1217,DTDC,Heavy Rain (Monsoon),High,9,0,0,0.0
Chennai,Jaipur,2013,Blue Dart,Clear,Low,10,1,0,0.0
Lucknow,Kolkata,1975,India Post,Heavy Rain (Monsoon),High,12,0,0,0.0
Pune,Hyderabad,764,Delhivery,Clear,Low,1,0,1,0.0
Jaipur,Pune,86,Xpressbees,Storm,Low,3,0,0,0.0
Kolkata,Pune,231,DTDC,Clear,Low,2,0,0,0.0
Kolkata,Jaipur,1167,Blue Dart,Clear,Low,6,0,1,0.0
Kolkata,Lucknow,2497,Xpressbees,Clear,Medium,5,0,0,0.0
Chennai,Pune,2484,Blue Dart,Rain,Medium,4,0,0,0.0
Delhi,Chennai,2458,Xpressbees,Fog,High,9,0,1,4.7
Ahmedabad,Chennai,1930,Blue Dart,Heavy Rain (Monsoon),High,9,0,0,0.0
Lucknow,Jaipur,185,Delhivery,Clear,Low,1,0,0,0.0
Pune,Bangalore,2122,Xpressbees,Heavy Rain (Monsoon),Jam (Gridlock),12,0,0,0.0
Hyderabad,Bangalore,331,Xpressbees,Storm,Medium,6,0,0,0.0
Lucknow,Delhi,318,Xpressbees,Clear,High,12,0,0,0.0
Hyderabad,Pune,1981,Shadowfax,Clear,Low,7,0,0,0.0
Jaipur,Delhi,288,Xpressbees,Clear,Low,10,1,1,16.28
Chennai,Bangalore,2322,Ecom Express,Fog,Medium,1,0,0,0.0
Chennai,Mumbai,376,Xpressbees,Rain,High,2,0,1,1.62
Jaipur,Bangalore,2185,Delhivery,Rain,Jam (Gridlock),3,0,0,0.0
Chennai,Jaipur,1859,Blue Dart,Clear,Low,1,0,0,0.0
Chennai,Lucknow,1246,India Post,Clear,Low,10,1,0,0.0
Bangalore,Chennai,1497,Shadowfax,Clear,High,2,0,0,0.0
Hyderabad,Ahmedabad,1140,Ecom Express,Fog,High,2,0,0,0.0
Ahmedabad,Lucknow,2416,Delhivery,Clear,High,12,0,0,0.0
Delhi,Lucknow,1462,DTDC,Fog,Medium,1,0,1,6.75
Lucknow,Delhi,1643,India Post,Fog,Jam (Gridlock),12,0,1,7.9
Chennai,Hyderabad,1431,India Post,Fog,Low,1,0,0,0.0
Delhi,Kolkata,1900,Blue Dart,Clear,Medium,10,1,0,0.0
Bangalore,Kolkata,1893,Xpressbees,Heavy Rain (Monsoon),Medium,10,1,1,35.71
Chennai,Lucknow,1202,Xpressbees,Rain,Low,9,0,0,0.0
Bangalore,Pune,2169,DTDC,Rain,High,8,0,0,0.0
Bangalore,Hyderabad,116,Shadowfax,Clear,High,1,0,0,0.0
Bangalore,Ahmedabad,2045,Ecom Express,Fog,Medium,1,0,0,0.0
Delhi,Pune,2003,DTDC,Clear,Jam (Gridlock),2,0,0,0.0
Jaipur,Delhi,915,India Post,Clear,Jam (Gridlock),2,0,0,0.0
Jaipur,Hyderabad,981,DTDC,Clear,Medium,9,0,1,0.0
Lucknow,Ahmedabad,1506,Xpressbees,Clear,Medium,3,0,0,0.0
Ahmedabad,Delhi,2042,DTDC,Clear,Low,12,0,0,0.0
Jaipur,Lucknow,724,Shadowfax,Clear,Medium,10,1,0,0.0
Bangalore,Kolkata,515,India Post,Clear,High,2,0,0,0.0
Mumbai,Ahmedabad,96,Blue Dart,Clear,High,10,1,0,0.0
Ahmedabad,Kolkata,1320,Ecom Express,Clear,Low,12,0,0,0.0
Pune,Chennai,1856,Xpressbees,Clear,High,10,1,0,0.0
Chennai,Kolkata,501,Ecom Express,Rain,Medium,2,0,0,0.0
Jaipur,Bangalore,2338,Delhivery,Rain,Jam (Gridlock),6,0,0,0.0
Lucknow,Kolkata,971,DTDC,Clear,Low,6,0,0,0.0
Hyderabad,Chennai,1224,DTDC,Fog,Low,1,0,0,0.0
Delhi,Lucknow,494,Xpressbees,Rain,Low,9,0,0,0.0
Kolkata,Hyderabad,2289,Ecom Express,Storm,High,10,1,0,0.0
Mumbai,Lucknow,1376,DTDC,Fog,Low,12,0,0,0.0
Pune,Delhi,2476,Blue Dart,Rain,High,8,0,0,0.0
Delhi,Mumbai,1402,Ecom Express,Heavy Rain (Monsoon),Medium,9,0,1,21.06
Ahmedabad,Jaipur,1176,India Post,Heavy Rain (Monsoon),Low,8,0,0,0.0
Chennai,Hyderabad,602,Blue Dart,Clear,High,9,0,0,0.0
Pune,Hyderabad,1631,Shadowfax,Rain,Medium,8,0,0,0.0
Bangalore,Mumbai,2383,Blue Dart,Clear,Jam (Gridlock),1,0,0,0.0
Kolkata,Chennai,861,Blue Dart,Clear,Medium,3,0,1,0.0
Ahmedabad,Kolkata,1025,Shadowfax,Clear,Medium,10,1,0,0.0
Delhi,Kolkata,1265,Xpressbees,Clear,High,3,0,0,0.0
Kolkata,Lucknow,2070,India Post,Fog,Low,1,0,0,0.0
Kolkata,Delhi,1280,Blue Dart,Clear,High,4,0,0,0.0
Mumbai,Bangalore,261,Shadowfax,Clear,Low,10,1,1,35.56
Hyderabad,Pune,666,DTDC,Rain,Medium,6,0,1,2.67
Bangalore,Jaipur,2299,Delhivery,Clear,High,5,0,0,0.0
Mumbai,Kolkata,1668,Blue Dart,Fog,High,1,0,0,0.0
Pune,Delhi,1799,Ecom Express,Heavy Rain (Monsoon),Medium,7,0,0,0.0
Pune,Chennai,2204,Blue Dart,Clear,Medium,5,0,0,0.0
Delhi,Mumbai,355,Xpressbees,Clear,High,12,0,0,0.0
Kolkata,Lucknow,2293,India Post,Clear,High,4,0,0,0.0
Lucknow,Chennai,911,India Post,Heavy Rain (Monsoon),Medium,3,0,1,8.96
Delhi,Bangalore,920,Xpressbees,Clear,Medium,2,0,0,0.0
Kolkata,Ahmedabad,520,Xpressbees,Heavy Rain (Monsoon),Low,7,0,1,5.35
Jaipur,Kolkata,66,DTDC,Clear,Medium,2,0,0,0.0
Hyderabad,Ahmedabad,1631,Shadowfax,Fog,Low,2,0,0,0.0
Chennai,Hyderabad,589,Ecom Express,Clear,Medium,10,1,0,0.0
Delhi,Kolkata,856,India Post,Clear,High,2,0,0,0.0
Bangalore,Jaipur,838,Delhivery,Clear,High,5,0,0,0.0
Delhi,Kolkata,920,Xpressbees,Fog,Medium,3,0,0,0.0
Hyderabad,Chennai,2352,Ecom Express,Rain,Jam (Gridlock),9,0,0,0.0
Lucknow,Hyderabad,2382,Blue Dart,Clear,Medium,4,0,0,0.0
Bangalore,Kolkata,1642,Ecom Express,Clear,High,5,0,0,0.0
Mumbai,Bangalore,1718,Xpressbees,Clear,High,5,0,0,0.0
Chennai,Kolkata,2435,DTDC,Rain,Medium,7,0,1,3.43
Pune,Bangalore,2204,Ecom Express,Heavy Rain (Monsoon),High,6,0,1,13.34
Delhi,Mumbai,1501,India Post,Rain,Medium,9,0,1,2.0
Chennai,Bangalore,568,Shadowfax,Rain,Jam (Gridlock),12,0,1,7.43
Ahmedabad,Chennai,1181,Xpressbees,Clear,Low,3,0,0,0.0
Delhi,Hyderabad,1679,India Post,Clear,High,8,0,0,0.0
Pune,Lucknow,1154,DTDC,Rain,High,6,0,0,0.0
Kolkata,Pune,774,Delhivery,Rain,Low,8,0,0,0.0
Mumbai,Lucknow,1145,Xpressbees,Clear,High,10,1,1,27.11
Hyderabad,Lucknow,1020,DTDC,Fog,Jam (Gridlock),12,0,0,0.0
Bangalore,Pune,1049,Blue Dart,Clear,High,12,0,0,0.0
Ahmedabad,Hyderabad,1957,Delhivery,Heavy Rain (Monsoon),High,8,0,0,0.0
Mumbai,Hyderabad,620,Xpressbees,Heavy Rain (Monsoon),High,6,0,1,18.0
Mumbai,Ahmedabad,1690,DTDC,Clear,Jam (Gridlock),3,0,1,4.2
Ahmedabad,Hyderabad,866,DTDC,Heavy Rain (Monsoon),High,6,0,0,0.0
Delhi,Jaipur,675,Blue Dart,Heavy Rain (Monsoon),Medium,5,0,0,0.0
Delhi,Bangalore,1785,Blue Dart,Clear,Medium,11,1,0,0.0
Delhi,Pune,2206,Ecom Express,Clear,High,7,0,0,0.0
Jaipur,Bangalore,2369,Shadowfax,Clear,High,3,0,0,0.0
Mumbai,Ahmedabad,1395,Ecom Express,Clear,Low,2,0,0,0.0
Delhi,Lucknow,442,Shadowfax,Heavy Rain (Monsoon),Low,9,0,0,0.0
Delhi,Bangalore,74,Shadowfax,Clear,Jam (Gridlock),6,0,1,5.94
Chennai,Lucknow,933,DTDC,Fog,Medium,4,0,0,0.0
Chennai,Bangalore,1718,Delhivery,Storm,High,12,0,0,0.0
Mumbai,Jaipur,2430,Shadowfax,Rain,High,9,0,0,0.0
Delhi,Chennai,1149,Xpressbees,Rain,Jam (Gridlock),12,0,1,8.64
Bangalore,Chennai,1721,Blue Dart,Clear,Medium,8,0,0,0.0
Pune,Jaipur,2078,Xpressbees,Clear,Low,2,0,0,0.0
Mumbai,Ahmedabad,756,Delhivery,Rain,High,7,0,0,0.0
Kolkata,Ahmedabad,1245,DTDC,Clear,Medium,1,0,0,0.0
Pune,Hyderabad,1441,Ecom Express,Clear,Medium,4,0,0,0.0
Delhi,Kolkata,1232,Blue Dart,Heavy Rain (Monsoon),Medium,8,0,0,0.0
Mumbai,Lucknow,104,Shadowfax,Clear,Medium,5,0,0,0.0
