Origin,Destination,Distance_km,Carrier,Shipment_Type,Service_Level,Mode,Priority,Package_Weight_kg,Promised_SLA_Hours,Weather,Traffic,Month,Is_Festival_Season,Delayed,Delay_Hours
Chennai,Lucknow,191,Blue Dart,B2B,Standard,Air,Normal,12.89,48,Clear,Low,6,0,0,0.0
Hyderabad,Chennai,2212,Blue Dart,B2C,Standard,Road,Normal,27.51,72,Clear,Jam (Gridlock),12,0,1,13.33
Ahmedabad,Delhi,2472,Blue Dart,B2C,Standard,Road,Normal,32.57,48,Clear,Jam (Gridlock),1,0,0,0.0
Mumbai,Lucknow,2082,Delhivery,B2C,Express,Road,Normal,3.57,24,Clear,High,3,0,0,0.0
Ahmedabad,Delhi,1200,Shadowfax,B2B,Express,Air,High,8.1,24,Heavy Rain (Monsoon),High,9,0,0,0.0
Ahmedabad,Chennai,646,Ecom Express,B2C,Standard,Air,Normal,32.74,48,Clear,Medium,3,0,0,0.0
Pune,Chennai,973,Blue Dart,B2B,Standard,Air,Normal,29.36,48,Clear,Low,12,0,0,0.0
Kolkata,Chennai,358,Blue Dart,B2B,Express,Air,Normal,24.81,24,Storm,Low,2,0,0,0.0
Bangalore,Jaipur,1357,Delhivery,B2B,Same Day,Road,Normal,33.72,12,Fog,Medium,12,0,0,0.0
Delhi,Jaipur,1302,Blue Dart,B2C,Standard,Road,High,14.94,72,Clear,High,3,0,0,0.0
Delhi,Lucknow,1037,DTDC,B2C,Standard,Road,High,33.17,48,Clear,Medium,6,0,1,14.35
Chennai,Ahmedabad,1737,Blue Dart,B2B,Standard,Air,Normal,16.59,48,Fog,Medium,12,0,1,5.01
Bangalore,Ahmedabad,2432,Delhivery,B2B,Standard,Air,High,26.52,72,Fog,High,1,0,0,0.0
Kolkata,Delhi,796,Blue Dart,B2B,Standard,Road,Normal,35.5,72,Fog,High,2,0,0,0.0
Kolkata,Delhi,440,Xpressbees,B2B,Same Day,Road,High,5.72,12,Clear,Medium,1,0,0,0.0
Bangalore,Chennai,1951,Xpressbees,B2C,Standard,Air,Normal,19.44,48,Storm,High,5,0,1,13.6
Bangalore,Kolkata,1146,DTDC,B2B,Same Day,Road,High,9.56,8,Clear,Jam (Gridlock),1,0,1,12.0
Kolkata,Ahmedabad,361,Xpressbees,B2C,Same Day,Road,High,0.92,8,Heavy Rain (Monsoon),Medium,9,0,1,12.0
Chennai,Pune,2347,Ecom Express,B2B,Standard,Air,Normal,12.55,48,Clear,Medium,7,0,0,0.0
Chennai,Pune,1923,India Post,B2B,Express,Air,High,9.86,24,Fog,Medium,8,0,0,0.0
Pune,Mumbai,2203,Delhivery,B2B,Standard,Air,High,39.41,72,Rain,High,2,0,1,6.93
Mumbai,Bangalore,1156,India Post,B2B,Standard,Air,High,6.42,96,Clear,Low,2,0,0,0.0
Delhi,Bangalore,61,India Post,B2C,Same Day,Air,Normal,4.82,12,Clear,Low,4,0,1,0.0
Chennai,Mumbai,265,Shadowfax,B2C,Standard,Air,High,34.35,96,Clear,Jam (Gridlock),10,1,0,0.0
Pune,Hyderabad,441,India Post,B2B,Same Day,Road,Normal,16.64,8,Rain,Jam (Gridlock),11,1,1,12.0
Jaipur,Bangalore,1416,Blue Dart,B2C,Express,Air,High,34.12,36,Fog,High,3,0,1,11.2
Hyderabad,Pune,803,India Post,B2C,Same Day,Road,High,38.15,12,Rain,Medium,8,0,0,0.0
Jaipur,Bangalore,1542,DTDC,B2B,Express,Road,Normal,11.88,36,Clear,Jam (Gridlock),5,0,1,19.25
Mumbai,Ahmedabad,1419,India Post,B2B,Same Day,Air,Normal,37.76,12,Heavy Rain (Monsoon),High,5,0,1,13.53
Kolkata,Lucknow,1700,Shadowfax,B2C,Same Day,Air,High,25.07,8,Rain,Low,3,0,0,0.0
Hyderabad,Jaipur,1609,DTDC,B2C,Same Day,Air,Normal,13.64,12,Clear,Low,2,0,0,0.0
Bangalore,Kolkata,1937,Ecom Express,B2B,Express,Road,Normal,38.11,24,Clear,Medium,4,0,1,6.21
Jaipur,Ahmedabad,1215,India Post,B2C,Express,Air,High,33.55,36,Rain,Jam (Gridlock),9,0,1,9.88
Mumbai,Ahmedabad,1919,DTDC,B2B,Standard,Air,Normal,30.34,48,Clear,Jam (Gridlock),4,0,1,6.52
Kolkata,Jaipur,715,Xpressbees,B2B,Same Day,Air,High,38.17,8,Clear,High,3,0,0,0.0
Pune,Lucknow,229,Blue Dart,B2C,Same Day,Air,High,21.32,12,Clear,Low,4,0,0,0.0
Mumbai,Pune,1849,Delhivery,B2C,Standard,Road,High,33.75,48,Rain,Medium,5,0,1,19.93
Lucknow,Bangalore,2478,Xpressbees,B2B,Express,Road,High,10.95,36,Clear,Jam (Gridlock),11,1,0,0.0
Chennai,Ahmedabad,1238,Ecom Express,B2C,Express,Road,High,33.31,24,Rain,Medium,7,0,0,0.0
Mumbai,Kolkata,874,Blue Dart,B2B,Standard,Air,Normal,37.14,48,Heavy Rain (Monsoon),High,9,0,1,12.17
Jaipur,Chennai,2175,Blue Dart,B2C,Express,Road,High,14.64,24,Clear,High,4,0,0,0.0
Kolkata,Delhi,1041,Shadowfax,B2C,Same Day,Air,Normal,35.33,8,Clear,High,3,0,0,0.0
Lucknow,Delhi,2327,Shadowfax,B2C,Same Day,Air,Normal,34.29,8,Rain,High,12,0,0,0.0
Kolkata,Chennai,445,Delhivery,B2B,Same Day,Air,Normal,38.62,8,Clear,Low,9,0,0,0.0
Lucknow,Mumbai,2134,Delhivery,B2C,Express,Air,High,18.25,36,Clear,Medium,11,1,0,0.0
Mumbai,Pune,2047,Blue Dart,B2B,Standard,Air,High,16.07,72,Heavy Rain (Monsoon),Medium,8,0,1,12.34
Kolkata,Jaipur,1596,India Post,B2B,Standard,Road,High,2.21,48,Heavy Rain (Monsoon),High,9,0,1,24.09
Pune,Mumbai,2384,Delhivery,B2C,Same Day,Road,High,20.26,8,Rain,Jam (Gridlock),8,0,1,12.0
Pune,Mumbai,967,Delhivery,B2B,Express,Air,Normal,3.32,24,Clear,High,9,0,0,0.0
Bangalore,Pune,878,India Post,B2C,Express,Road,High,23.03,24,Fog,Medium,4,0,1,18.23
Pune,Chennai,885,DTDC,B2C,Same Day,Air,High,36.28,8,Clear,Medium,2,0,1,1.96
Bangalore,Kolkata,1426,India Post,B2C,Express,Air,Normal,33.59,36,Clear,High,2,0,0,0.0
Chennai,Mumbai,667,Blue Dart,B2B,Express,Air,High,28.77,24,Heavy Rain (Monsoon),High,7,0,1,18.15
Jaipur,Pune,916,India Post,B2C,Express,Air,High,21.51,36,Rain,Medium,5,0,0,0.0
Bangalore,Pune,1031,Ecom Express,B2B,Same Day,Air,Normal,10.3,8,Rain,High,7,0,1,1.55
Jaipur,Delhi,977,Ecom Express,B2B,Same Day,Road,Normal,5.4,8,Heavy Rain (Monsoon),High,7,0,1,12.0
Hyderabad,Bangalore,2483,India Post,B2B,Express,Road,Normal,29.89,24,Clear,Jam (Gridlock),1,0,1,16.51
Jaipur,Chennai,2083,Shadowfax,B2B,Standard,Air,High,0.3,48,Storm,Low,6,0,1,21.64
Lucknow,Hyderabad,2057,DTDC,B2C,Same Day,Road,High,16.81,8,Clear,High,1,0,0,0.0
Mumbai,Kolkata,1483,Ecom Express,B2C,Standard,Air,High,29.3,48,Clear,Low,2,0,0,0.0
Bangalore,Kolkata,1051,Blue Dart,B2C,Same Day,Air,Normal,19.41,12,Clear,Medium,9,0,0,0.0
Jaipur,Mumbai,1727,Ecom Express,B2B,Same Day,Air,High,30.57,12,Clear,High,10,1,1,18.0
Ahmedabad,Pune,1585,Delhivery,B2B,Same Day,Road,High,34.38,8,Storm,Medium,11,1,1,12.0
Ahmedabad,Lucknow,1032,Ecom Express,B2B,Same Day,Air,High,4.13,8,Clear,High,12,0,0,0.0
Chennai,Bangalore,1601,Blue Dart,B2C,Express,Air,High,35.43,24,Rain,High,5,0,0,0.0
Hyderabad,Mumbai,770,Shadowfax,B2C,Same Day,Air,High,27.87,8,Clear,Medium,11,1,0,0.0
Lucknow,Hyderabad,90,Xpressbees,B2C,Express,Road,High,28.75,36,Heavy Rain (Monsoon),Medium,7,0,1,21.11
Pune,Mumbai,1023,India Post,B2C,Express,Air,Normal,26.19,36,Clear,High,4,0,0,0.0
Pune,Delhi,149,Xpressbees,B2B,Same Day,Road,Normal,34.11,8,Rain,Jam (Gridlock),10,1,0,0.0
Hyderabad,Lucknow,1419,India Post,B2B,Same Day,Air,Normal,31.8,8,Clear,High,3,0,0,0.0
Mumbai,Kolkata,1371,Ecom Express,B2B,Standard,Road,Normal,29.97,72,Clear,Medium,6,0,0,0.0
Hyderabad,Jaipur,1661,DTDC,B2B,Express,Road,High,37.59,36,Clear,Medium,3,0,0,0.0
Chennai,Delhi,1270,Blue Dart,B2C,Same Day,Road,High,15.33,8,Clear,Jam (Gridlock),3,0,1,11.12
Chennai,Kolkata,173,Blue Dart,B2C,Express,Air,Normal,2.21,24,Clear,Medium,1,0,0,0.0
Jaipur,Kolkata,459,India Post,B2C,Same Day,Air,Normal,13.83,12,Rain,Low,7,0,0,0.0
Pune,Ahmedabad,802,Delhivery,B2B,Same Day,Air,Normal,23.19,12,Clear,Low,7,0,0,0.0
Bangalore,Delhi,1084,Blue Dart,B2B,Same Day,Air,High,14.91,12,Clear,High,3,0,0,0.0
Mumbai,Delhi,1095,DTDC,B2B,Standard,Air,High,38.39,48,Clear,Medium,12,0,0,0.0
Mumbai,Pune,725,India Post,B2B,Same Day,Road,High,4.0,12,Clear,Medium,1,0,0,0.0
Jaipur,Pune,1313,Blue Dart,B2B,Express,Road,Normal,31.4,24,Storm,Medium,1,0,0,0.0
Mumbai,Delhi,1929,Ecom Express,B2B,Express,Air,High,23.9,24,Clear,Medium,10,1,0,0.0
Jaipur,Kolkata,2314,Ecom Express,B2C,Express,Road,High,8.39,24,Fog,Medium,1,0,0,0.0
Hyderabad,Ahmedabad,1208,Delhivery,B2C,Standard,Road,High,30.53,48,Rain,Low,9,0,0,0.0
Ahmedabad,Delhi,365,Blue Dart,B2B,Express,Road,High,27.65,36,Clear,Medium,3,0,0,0.0
Pune,Jaipur,985,Xpressbees,B2B,Same Day,Air,Normal,13.48,12,Rain,Low,9,0,0,0.0
Hyderabad,Bangalore,739,India Post,B2B,Standard,Air,Normal,4.11,48,Clear,Medium,7,0,0,0.0
Chennai,Mumbai,2228,Blue Dart,B2B,Same Day,Road,High,27.03,12,Heavy Rain (Monsoon),High,7,0,1,18.0
Bangalore,Ahmedabad,1643,DTDC,B2C,Same Day,Road,High,13.55,8,Clear,High,9,0,0,0.0
Hyderabad,Bangalore,172,Blue Dart,B2C,Same Day,Road,High,17.98,12,Rain,Medium,7,0,0,0.0
Hyderabad,Chennai,202,DTDC,B2C,Same Day,Air,Normal,20.39,12,Clear,Medium,10,1,0,0.0
Delhi,Kolkata,2249,Xpressbees,B2B,Same Day,Road,Normal,21.74,12,Clear,Jam (Gridlock),2,0,0,0.0
Bangalore,Pune,1766,DTDC,B2B,Express,Air,High,28.64,36,Heavy Rain (Monsoon),Jam (Gridlock),2,0,1,22.73
Kolkata,Pune,2404,DTDC,B2B,Express,Air,High,18.87,24,Heavy Rain (Monsoon),Medium,6,0,0,0.0
Bangalore,Kolkata,2128,Shadowfax,B2B,Same Day,Road,Normal,37.2,12,Clear,Medium,12,0,0,0.0
Ahmedabad,Delhi,1161,Ecom Express,B2C,Standard,Road,High,33.48,48,Rain,Medium,8,0,1,19.0
Ahmedabad,Lucknow,1065,Delhivery,B2C,Express,Road,High,8.89,36,Storm,High,2,0,0,0.0
Bangalore,Lucknow,2393,Xpressbees,B2C,Standard,Road,Normal,10.52,72,Heavy Rain (Monsoon),Jam (Gridlock),2,0,1,32.21
Ahmedabad,Kolkata,2384,Ecom Express,B2B,Express,Air,Normal,34.48,24,Clear,Medium,11,1,1,18.06
Pune,Jaipur,1293,India Post,B2B,Express,Road,Normal,8.5,24,Clear,Low,1,0,0,0.0
Pune,Bangalore,297,Delhivery,B2C,Standard,Air,High,21.68,72,Clear,High,11,1,0,0.0
Chennai,Delhi,1037,Ecom Express,B2B,Standard,Road,High,29.17,72,Rain,High,4,0,1,13.23
Lucknow,Hyderabad,420,Xpressbees,B2C,Express,Road,High,12.09,24,Clear,Low,10,1,0,0.0
Hyderabad,Mumbai,1552,DTDC,B2C,Same Day,Road,High,10.28,12,Clear,Medium,3,0,0,0.0
Chennai,Hyderabad,2354,Xpressbees,B2B,Same Day,Road,Normal,6.53,12,Clear,Low,2,0,0,0.0
Bangalore,Jaipur,2169,India Post,B2C,Express,Air,High,4.36,24,Heavy Rain (Monsoon),Jam (Gridlock),5,0,1,24.73
Jaipur,Lucknow,650,Delhivery,B2C,Same Day,Air,High,39.59,8,Heavy Rain (Monsoon),Low,6,0,0,0.0
Chennai,Jaipur,643,Blue Dart,B2C,Express,Road,Normal,35.23,36,Clear,Low,11,1,0,0.0
Kolkata,Mumbai,544,Blue Dart,B2C,Standard,Road,Normal,18.79,72,Clear,Jam (Gridlock),3,0,1,5.31
Kolkata,Delhi,2173,Delhivery,B2C,Express,Air,High,37.62,36,Clear,High,10,1,0,0.0
Delhi,Mumbai,1546,Shadowfax,B2B,Standard,Air,High,4.1,72,Storm,Medium,2,0,1,17.56
Bangalore,Delhi,1700,Xpressbees,B2B,Standard,Road,Normal,27.61,72,Rain,High,7,0,1,15.04
Jaipur,Delhi,1224,DTDC,B2B,Standard,Air,Normal,27.2,48,Clear,High,3,0,0,0.0
Delhi,Kolkata,1512,India Post,B2C,Same Day,Road,High,24.94,12,Clear,Medium,6,0,1,11.4
Pune,Mumbai,1312,Blue Dart,B2B,Same Day,Air,High,28.52,8,Clear,High,10,1,0,0.0
Bangalore,Delhi,393,Shadowfax,B2B,Same Day,Air,High,19.12,8,Fog,Jam (Gridlock),12,0,1,12.0
Mumbai,Jaipur,1067,Delhivery,B2B,Same Day,Air,High,37.26,8,Rain,High,10,1,0,0.0
Hyderabad,Delhi,1105,Xpressbees,B2C,Standard,Air,High,37.08,48,Clear,Jam (Gridlock),12,0,1,8.08
Pune,Delhi,2268,Ecom Express,B2C,Express,Air,High,30.06,36,Clear,High,10,1,0,0.0
Mumbai,Kolkata,1731,Delhivery,B2B,Standard,Road,High,7.9,72,Clear,Low,2,0,1,4.32
Jaipur,Hyderabad,832,Delhivery,B2B,Express,Road,High,11.08,24,Rain,High,10,1,0,0.0
Jaipur,Bangalore,816,Blue Dart,B2C,Standard,Road,High,34.06,96,Clear,High,1,0,0,0.0
Mumbai,Kolkata,2227,DTDC,B2C,Same Day,Road,High,32.68,12,Clear,Medium,11,1,1,18.0
Pune,Kolkata,639,DTDC,B2B,Same Day,Road,Normal,34.24,12,Fog,Medium,7,0,0,0.0
Delhi,Jaipur,721,DTDC,B2C,Same Day,Air,Normal,19.35,8,Clear,Jam (Gridlock),10,1,0,0.0
Mumbai,Delhi,2065,Xpressbees,B2B,Express,Air,High,5.28,36,Clear,Medium,5,0,0,0.0
Ahmedabad,Mumbai,2372,DTDC,B2C,Standard,Road,High,38.72,96,Heavy Rain (Monsoon),Jam (Gridlock),7,0,1,21.05
Chennai,Hyderabad,1917,Ecom Express,B2C,Standard,Road,High,16.23,96,Heavy Rain (Monsoon),Low,9,0,1,27.26
Chennai,Ahmedabad,1563,DTDC,B2C,Standard,Air,Normal,36.29,72,Clear,High,1,0,0,0.0
Delhi,Lucknow,785,Xpressbees,B2C,Express,Road,High,25.53,24,Clear,Medium,10,1,0,0.0
Ahmedabad,Jaipur,1398,India Post,B2B,Same Day,Road,High,36.26,12,Clear,High,5,0,0,0.0
Hyderabad,Mumbai,1651,Xpressbees,B2B,Same Day,Air,High,10.81,8,Clear,Jam (Gridlock),1,0,0,0.0
Kolkata,Jaipur,711,Delhivery,B2B,Same Day,Road,Normal,4.51,12,Clear,Low,5,0,0,0.0
Mumbai,Ahmedabad,150,Xpressbees,B2B,Express,Air,Normal,24.35,36,Heavy Rain (Monsoon),Low,5,0,0,0.0
Mumbai,Chennai,488,India Post,B2C,Same Day,Road,Normal,21.23,8,Clear,Jam (Gridlock),3,0,1,9.28
Ahmedabad,Delhi,973,Delhivery,B2C,Express,Road,High,3.78,36,Heavy Rain (Monsoon),High,4,0,1,22.38
Chennai,Ahmedabad,532,Xpressbees,B2C,Express,Road,High,28.22,24,Heavy Rain (Monsoon),High,8,0,1,12.69
Pune,Delhi,1679,Xpressbees,B2B,Same Day,Road,Normal,21.33,12,Clear,Low,10,1,1,18.0
Pune,Hyderabad,1435,Delhivery,B2C,Express,Road,High,15.7,36,Clear,Medium,12,0,1,5.25
Lucknow,Bangalore,1616,Blue Dart,B2C,Express,Air,High,35.04,24,Clear,Medium,3,0,0,0.0
Delhi,Chennai,2313,Ecom Express,B2B,Standard,Road,Normal,17.48,96,Heavy Rain (Monsoon),Jam (Gridlock),9,0,1,30.05
Hyderabad,Delhi,1349,Shadowfax,B2C,Same Day,Road,Normal,35.6,8,Clear,High,11,1,1,12.0
Chennai,Mumbai,1918,Ecom Express,B2C,Same Day,Air,Normal,27.85,12,Clear,High,2,0,0,0.0
Pune,Ahmedabad,1384,Xpressbees,B2C,Same Day,Road,High,38.86,8,Clear,Low,1,0,0,0.0
Delhi,Bangalore,1123,Blue Dart,B2B,Same Day,Air,High,5.43,8,Storm,Medium,4,0,1,12.0
Kolkata,Bangalore,1015,Shadowfax,B2B,Same Day,Air,Normal,8.1,8,Rain,High,6,0,1,1.54
Bangalore,Delhi,61,Ecom Express,B2C,Express,Road,High,15.61,24,Clear,Low,10,1,0,0.0
Mumbai,Chennai,1396,Delhivery,B2C,Same Day,Road,Normal,30.9,12,Clear,Medium,4,0,1,9.34
Ahmedabad,Mumbai,1480,Delhivery,B2B,Same Day,Road,Normal,5.29,8,Fog,Jam (Gridlock),10,1,0,0.0
Lucknow,Delhi,1202,India Post,B2B,Standard,Road,Normal,36.54,96,Heavy Rain (Monsoon),Jam (Gridlock),6,0,1,32.93
Lucknow,Mumbai,189,DTDC,B2C,Express,Air,High,7.26,36,Heavy Rain (Monsoon),Low,8,0,0,0.0
Ahmedabad,Bangalore,790,Xpressbees,B2B,Express,Air,High,15.14,24,Clear,High,3,0,0,0.0
Mumbai,Ahmedabad,1371,Delhivery,B2B,Same Day,Road,Normal,13.57,8,Heavy Rain (Monsoon),Medium,7,0,1,12.0
Hyderabad,Jaipur,1954,DTDC,B2C,Same Day,Road,Normal,6.67,12,Clear,Medium,4,0,0,0.0
Delhi,Chennai,2334,Delhivery,B2C,Express,Road,High,30.6,24,Clear,High,11,1,1,36.0
Delhi,Pune,432,Xpressbees,B2B,Standard,Road,Normal,14.37,48,Clear,Medium,1,0,0,0.0
Pune,Hyderabad,1791,Shadowfax,B2C,Same Day,Air,Normal,33.04,12,Storm,Jam (Gridlock),10,1,1,18.0
Mumbai,Hyderabad,1208,Xpressbees,B2C,Standard,Road,High,23.97,48,Clear,Medium,11,1,0,0.0
Hyderabad,Bangalore,1666,Delhivery,B2C,Same Day,Air,Normal,33.89,12,Clear,High,2,0,0,0.0
Chennai,Pune,1368,Delhivery,B2B,Express,Road,High,29.45,24,Clear,Medium,6,0,0,0.0
Chennai,Ahmedabad,961,Xpressbees,B2B,Same Day,Road,Normal,0.69,8,Rain,Medium,11,1,1,12.0
Bangalore,Mumbai,2207,DTDC,B2C,Express,Air,High,1.19,36,Clear,High,11,1,0,0.0
Delhi,Jaipur,2433,Delhivery,B2B,Express,Air,High,33.64,36,Clear,Medium,11,1,1,34.44
Kolkata,Chennai,502,Shadowfax,B2B,Express,Road,Normal,29.85,24,Clear,Medium,6,0,0,0.0
Chennai,Ahmedabad,143,Delhivery,B2C,Same Day,Air,High,26.55,12,Clear,High,6,0,0,0.0
Kolkata,Chennai,970,Ecom Express,B2B,Express,Road,Normal,28.7,36,Rain,Low,9,0,1,16.57
Hyderabad,Kolkata,2452,Delhivery,B2B,Standard,Road,Normal,37.04,96,Clear,Medium,11,1,0,0.0
Bangalore,Kolkata,859,Blue Dart,B2C,Express,Road,Normal,3.99,24,Clear,High,6,0,0,0.0
Mumbai,Lucknow,1120,Blue Dart,B2C,Express,Air,Normal,17.21,36,Heavy Rain (Monsoon),Medium,7,0,1,17.23
Chennai,Pune,2386,India Post,B2C,Standard,Road,High,23.8,48,Clear,Low,2,0,0,0.0
Mumbai,Jaipur,81,Shadowfax,B2C,Same Day,Air,Normal,30.2,8,Rain,Jam (Gridlock),8,0,0,0.0
Lucknow,Pune,897,Delhivery,B2C,Standard,Road,Normal,25.09,72,Rain,High,12,0,1,10.69
Hyderabad,Mumbai,299,Xpressbees,B2C,Same Day,Air,Normal,18.33,8,Clear,Low,3,0,1,0.0
Jaipur,Mumbai,1018,Xpressbees,B2C,Same Day,Air,High,32.54,8,Heavy Rain (Monsoon),High,7,0,1,12.0
Jaipur,Mumbai,359,Shadowfax,B2C,Standard,Road,Normal,38.65,96,Rain,High,9,0,0,0.0
Jaipur,Mumbai,2102,Blue Dart,B2C,Standard,Road,High,10.86,48,Rain,High,6,0,0,0.0
Hyderabad,Chennai,525,DTDC,B2C,Same Day,Air,High,15.86,12,Clear,Low,2,0,0,0.0
Pune,Hyderabad,1101,India Post,B2B,Standard,Road,High,37.41,72,Clear,High,2,0,1,12.88
Chennai,Kolkata,1288,Xpressbees,B2C,Same Day,Air,Normal,6.4,12,Clear,Medium,2,0,0,0.0
Ahmedabad,Jaipur,2481,India Post,B2B,Same Day,Road,High,5.99,12,Rain,Low,11,1,0,0.0
Delhi,Lucknow,1322,India Post,B2C,Standard,Road,High,8.8,48,Storm,Medium,11,1,0,0.0
Lucknow,Jaipur,295,DTDC,B2C,Same Day,Air,High,12.67,12,Clear,Medium,6,0,0,0.0
Pune,Delhi,1977,Blue Dart,B2C,Express,Road,High,39.61,24,Rain,Medium,6,0,1,17.75
Kolkata,Ahmedabad,1651,Ecom Express,B2B,Express,Air,Normal,28.93,24,Clear,Medium,3,0,0,0.0
Ahmedabad,Mumbai,1776,Blue Dart,B2B,Same Day,Air,High,37.57,12,Rain,High,3,0,1,6.25
Delhi,Lucknow,284,DTDC,B2C,Same Day,Road,Normal,13.05,12,Clear,High,12,0,0,0.0
Lucknow,Pune,1898,Blue Dart,B2B,Express,Road,High,14.92,24,Heavy Rain (Monsoon),Low,6,0,0,0.0
Kolkata,Mumbai,1643,DTDC,B2B,Express,Road,High,36.64,36,Clear,Medium,3,0,0,0.0
Hyderabad,Jaipur,725,Ecom Express,B2C,Same Day,Air,Normal,4.5,8,Clear,High,9,0,0,0.0
Bangalore,Jaipur,1468,Shadowfax,B2C,Standard,Air,High,14.6,96,Fog,Low,1,0,0,0.0
Kolkata,Pune,962,India Post,B2B,Standard,Air,High,18.17,72,Rain,Low,8,0,0,0.0
Jaipur,Kolkata,1032,Blue Dart,B2C,Same Day,Air,Normal,9.47,12,Clear,Low,8,0,0,0.0
Chennai,Ahmedabad,410,Xpressbees,B2C,Express,Road,High,34.78,36,Clear,Medium,5,0,0,0.0
Hyderabad,Lucknow,2230,Delhivery,B2B,Standard,Air,Normal,6.66,48,Rain,Medium,2,0,1,2.88
Pune,Jaipur,780,Blue Dart,B2C,Express,Road,High,39.47,24,Clear,High,5,0,0,0.0
Lucknow,Bangalore,1168,Blue Dart,B2C,Same Day,Road,Normal,3.58,8,Rain,Medium,6,0,0,0.0
Hyderabad,Bangalore,773,Shadowfax,B2B,Same Day,Air,Normal,20.95,12,Clear,High,12,0,1,2.16
Jaipur,Bangalore,2400,Blue Dart,B2C,Express,Road,High,8.58,36,Fog,Low,12,0,0,0.0
Jaipur,Hyderabad,2433,Ecom Express,B2C,Express,Air,High,15.13,36,Heavy Rain (Monsoon),Low,9,0,1,13.42
Pune,Mumbai,939,Delhivery,B2B,Standard,Air,Normal,16.61,96,Storm,Jam (Gridlock),11,1,1,56.94
Lucknow,Pune,2235,Delhivery,B2B,Same Day,Air,Normal,32.66,12,Clear,Low,1,0,0,0.0
Delhi,Bangalore,449,DTDC,B2C,Standard,Air,Normal,29.28,96,Clear,Medium,11,1,0,0.0
Chennai,Hyderabad,2157,India Post,B2B,Same Day,Air,High,25.49,12,Heavy Rain (Monsoon),High,10,1,0,0.0
Hyderabad,Chennai,1964,Delhivery,B2B,Express,Air,High,34.07,36,Heavy Rain (Monsoon),Low,1,0,1,23.86
Jaipur,Mumbai,95,Blue Dart,B2B,Express,Road,Normal,9.98,24,Clear,Medium,11,1,0,0.0
Hyderabad,Lucknow,430,Ecom Express,B2C,Standard,Road,High,27.8,72,Clear,Low,5,0,0,0.0
Lucknow,Bangalore,522,Blue Dart,B2C,Standard,Air,Normal,16.22,72,Heavy Rain (Monsoon),High,1,0,1,18.68
Pune,Jaipur,1687,DTDC,B2C,Same Day,Air,High,32.28,8,Storm,Medium,12,0,1,12.0
Pune,Lucknow,1073,India Post,B2C,Express,Air,Normal,13.17,36,Fog,High,1,0,0,0.0
Pune,Lucknow,621,Shadowfax,B2B,Express,Road,High,8.75,24,Clear,Low,8,0,0,0.0
Delhi,Pune,739,Ecom Express,B2C,Express,Air,High,39.04,36,Rain,Medium,4,0,0,0.0
Lucknow,Hyderabad,498,Delhivery,B2B,Express,Air,Normal,8.6,36,Rain,Low,6,0,0,0.0
Kolkata,Jaipur,1219,Delhivery,B2C,Standard,Air,Normal,24.04,72,Clear,Medium,1,0,0,0.0
Jaipur,Ahmedabad,1329,Shadowfax,B2C,Same Day,Road,High,22.25,12,Clear,Medium,5,0,0,0.0
Kolkata,Jaipur,792,Xpressbees,B2B,Express,Road,High,6.89,36,Heavy Rain (Monsoon),Low,7,0,0,0.0
Bangalore,Ahmedabad,1867,Blue Dart,B2C,Same Day,Road,Normal,38.13,8,Clear,Low,11,1,1,12.0
Bangalore,Ahmedabad,1946,Ecom Express,B2C,Standard,Air,Normal,12.31,48,Clear,High,8,0,0,0.0
Lucknow,Bangalore,648,Shadowfax,B2B,Standard,Air,High,6.02,96,Clear,High,10,1,0,0.0
Pune,Chennai,1120,Ecom Express,B2C,Same Day,Road,High,3.34,12,Clear,Low,4,0,0,0.0
Jaipur,Ahmedabad,1338,Delhivery,B2B,Same Day,Road,High,2.05,12,Heavy Rain (Monsoon),Low,6,0,0,0.0
Bangalore,Hyderabad,2158,DTDC,B2B,Express,Air,High,31.72,24,Clear,Jam (Gridlock),1,0,0,0.0
Pune,Hyderabad,1824,Shadowfax,B2C,Express,Air,High,24.68,24,Clear,Low,8,0,0,0.0
Ahmedabad,Bangalore,1387,Blue Dart,B2B,Standard,Road,High,39.18,96,Fog,Medium,1,0,0,0.0
Chennai,Lucknow,231,Xpressbees,B2B,Same Day,Air,Normal,4.31,8,Storm,Low,5,0,1,12.0
Kolkata,Mumbai,2115,Xpressbees,B2C,Standard,Air,High,38.89,96,Storm,Medium,3,0,1,14.7
Lucknow,Pune,203,Ecom Express,B2C,Standard,Air,High,6.55,72,Heavy Rain (Monsoon),Medium,1,0,1,17.62
Mumbai,Hyderabad,2499,India Post,B2C,Same Day,Road,Normal,11.27,8,Heavy Rain (Monsoon),High,8,0,1,12.0
Ahmedabad,Jaipur,81,India Post,B2B,Same Day,Road,Normal,5.12,8,Clear,Low,10,1,0,0.0
Kolkata,Lucknow,1562,DTDC,B2C,Same Day,Air,Normal,5.73,12,Heavy Rain (Monsoon),Low,5,0,0,0.0
Jaipur,Ahmedabad,2460,Delhivery,B2C,Same Day,Road,High,29.09,12,Clear,Low,5,0,0,0.0
Ahmedabad,Lucknow,174,India Post,B2C,Same Day,Air,High,23.46,8,Fog,Medium,1,0,1,9.21
Delhi,Ahmedabad,1698,Shadowfax,B2B,Standard,Road,High,24.06,72,Clear,Medium,5,0,0,0.0
